ID,Layer_1,ObsDate,County,County_lsad,SWCD_name,Year,shape,Land_Cover_Class,Description,
7844,95,9/1/2021,Bernalillo,Bernalillo County,Ciudad,2021,c(-106.680173515858, 34.9484439),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7845,90,9/1/2021,Bernalillo,Bernalillo County,Valencia,2021,c(-106.680144493083, 34.9466838594678),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
7846,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.638333890326, 35.329741),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7847,21,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.292084080187, 35.433222),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7848,23,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.602383, 35.432622),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
7849,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.683390061941, 35.333624),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7850,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.694474760489, 35.298889),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7851,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.676231410256, 35.729975),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7852,21,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.351736893701, 35.860893),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7853,52,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.160051567477, 35.237448),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7854,21,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.247450888889, 35.615238),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7855,52,8/12/2004,San Miguel,San Miguel County,Tierra y Montes,2004,c(-105.717131427381, 35.462797),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7856,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.693621014862, 35.411416),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7857,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.666591422669, 35.413751),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7858,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.698536756878, 35.267577),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7859,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.650961797143, 35.327506),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7860,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.63278780315, 35.304229),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7861,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.711804463333, 35.320121),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7862,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.684471866692, 35.374334),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7863,23,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.434213388889, 35.396023),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
7864,52,6/1/2006,San Miguel,San Miguel County,Tierra y Montes,2006,c(-105.278561, 35.270109),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7865,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.651236972028, 35.290859),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7866,81,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.67490203719, 35.577326),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7867,42,8/8/2011,San Miguel,San Miguel County,Tierra y Montes,2011,c(-105.470702, 35.714353),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7868,42,6/9/2010,San Miguel,San Miguel County,Tierra y Montes,2010,c(-105.657364, 35.816701),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7869,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.716198637368, 35.345219),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7870,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.715280978349, 35.278879),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7871,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.715235922009, 35.337262),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7872,71,6/22/2012,San Miguel,San Miguel County,Tierra y Montes,2012,c(-105.611527, 35.696059),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7873,42,6/2/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.66459, 35.427395),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7874,42,6/9/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.491988555556, 35.531999),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7875,42,7/28/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.655906993056, 35.779059),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7876,42,7/31/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.614321333333, 35.691058),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7877,42,8/13/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.479040571429, 35.685976),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7878,42,8/7/2004,San Miguel,San Miguel County,Tierra y Montes,2004,c(-105.405188555556, 35.536499),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7879,42,7/28/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.697822993056, 35.767759),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7880,52,8/19/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.49409, 35.799695),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7881,42,8/5/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.490105333333, 35.575374),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7882,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.680233046378, 35.276825),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7883,42,9/9/2017,San Miguel,San Miguel County,Tierra y Montes,2017,c(-105.680785, 35.81634),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7884,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.69665230233, 35.659021),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7885,42,7/6/2017,San Miguel,San Miguel County,Tierra y Montes,2017,c(-105.702949, 35.776379),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7886,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.714969641099, 35.357235),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7887,52,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.677584772727, 35.503328),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7888,21,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.666386536254, 35.577521),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7889,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.66483661456, 35.425349),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7890,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.663776886005, 35.321747),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7891,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.706577039112, 35.668857),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7892,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.695035934555, 35.367611),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7893,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.70696023185, 35.668852),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7894,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.701050719933, 35.665707),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7895,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.632491707143, 35.313167),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7896,52,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.392370037037, 35.397592),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7897,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.683651650018, 35.276552),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7898,42,7/9/2017,San Miguel,San Miguel County,Tierra y Montes,2017,c(-105.639955071429, 35.834903),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7899,42,6/1/2006,San Miguel,San Miguel County,Tierra y Montes,2006,c(-105.598374, 35.587103),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7900,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.680737308372, 35.269821),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7901,41,7/20/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.64099, 35.834995),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
7902,42,7/7/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.52299, 35.735995),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7903,42,8/13/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.450507047619, 35.708242),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7904,42,8/13/2002,San Miguel,San Miguel County,Tierra y Montes,2002,c(-105.450507047619, 35.708242),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7905,41,7/12/2016,San Miguel,San Miguel County,Tierra y Montes,2016,c(-105.667223225, 35.836404),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
7906,71,8/11/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.319119517341, 35.796574),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7907,52,5/28/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.455641869159, 35.834209),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7908,42,5/28/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.451449596154, 35.835683),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7909,81,5/28/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.444433918571, 35.837579),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7910,81,7/14/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.414125029412, 35.823912),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7911,81,5/28/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.443385651261, 35.83781),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7912,95,7/14/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.412545719907, 35.826551),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7913,81,7/14/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.415955824793, 35.832339),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7914,81,7/16/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.411214461538, 35.823647),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7915,81,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.665877230769, 35.566788),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7916,81,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.325658886364, 35.798807),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7917,71,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.345347494709, 35.800843),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7918,95,7/2/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.229293878571, 35.645083),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7919,52,6/1/2006,San Miguel,San Miguel County,Tierra y Montes,2006,c(-105.27959625, 35.267843),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7920,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.700647028376, 35.66553),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7921,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.640872120678, 35.341461),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7922,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.695564221544, 35.437257),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7923,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.656191542105, 35.425287),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7924,42,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.629517343134, 35.394905),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7925,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.640832592547, 35.341762),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7926,52,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.652498011876, 35.371833),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7927,81,9/29/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.420522769231, 35.844829),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7928,21,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.215556601562, 35.626361),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7929,21,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.209019682432, 35.628371),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7930,71,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.212763746875, 35.625381),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7931,95,7/13/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.208959927271, 35.582293),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7932,81,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.326647941176, 35.796232),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7933,52,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.325191870092, 35.795896),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7934,81,8/4/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.361517533937, 35.807572),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7935,71,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.341893706349, 35.801185),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7936,81,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.351011710145, 35.802988),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7937,81,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.673754785714, 35.576382),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7938,81,8/12/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.408470130934, 35.824978),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7939,41,8/10/2016,San Miguel,San Miguel County,Tierra y Montes,2016,c(-105.653998588235, 35.835792),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
7940,81,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.668821015873, 35.566022),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7941,21,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.664086241379, 35.56746),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7942,42,6/10/2017,San Miguel,San Miguel County,Tierra y Montes,2017,c(-105.586709914935, 35.599844),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7943,42,8/31/2010,San Miguel,San Miguel County,Tierra y Montes,2010,c(-105.439235952381, 35.741245),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7944,52,9/26/2015,San Miguel,San Miguel County,Tierra y Montes,2015,c(-105.598012017857, 35.867099),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7945,42,6/22/2012,San Miguel,San Miguel County,Tierra y Montes,2012,c(-105.634815976608, 35.58468),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
7946,52,8/12/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.239270920981, 35.646806),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7947,95,8/12/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.23525757, 35.646868),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7948,95,9/26/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.212816730263, 35.582937),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7949,52,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.673751861842, 35.570645),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7950,81,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.666429142857, 35.567994),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7951,52,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.676157575, 35.565793),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7952,52,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.675640881944, 35.565919),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
7953,71,8/27/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.341055342105, 35.798984),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7954,21,8/25/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.405987125, 35.825224),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7955,71,9/2/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.1837124375, 35.561957),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7956,95,9/2/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.21474099489, 35.575369),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7957,71,7/10/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.228304191803, 35.641438),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7958,95,7/10/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.231336905229, 35.641576),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7959,71,8/18/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.319214893056, 35.799205),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7960,71,8/11/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.338921959016, 35.798271),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7961,21,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.215556601562, 35.626361),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7962,71,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.212763746875, 35.625381),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7963,21,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.224000020833, 35.627925),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7964,21,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.226363781481, 35.627117),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7965,71,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.2163615, 35.626093),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7966,71,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.214183641389, 35.624858),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7967,21,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.209019682432, 35.628371),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
7968,81,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.326647941176, 35.796232),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7969,81,9/1/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.325658886364, 35.798807),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7970,71,8/11/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.338921959016, 35.798271),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7971,71,8/11/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.338921959016, 35.798271),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7972,81,5/22/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.668821015873, 35.566022),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
7973,71,8/27/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.319214893056, 35.799205),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7974,95,9/2/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.21474099489, 35.575369),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7975,71,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.2236175, 35.624942),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7976,95,5/21/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.224758971511, 35.625981),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
7977,71,8/27/2009,San Miguel,San Miguel County,Tierra y Montes,2009,c(-105.340430607083, 35.798437),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7978,71,7/15/2003,San Miguel,San Miguel County,Tierra y Montes,2003,c(-105.626706204724, 35.278099),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
7979,52,6/30/2000,San Miguel,San Miguel County,Tierra y Montes,2000,c(-105.303087182292, 35.769674),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
