"","Field1","Project_Ti","Grantee","Grantee_Ty","Project_Sp","County","Project_La","Amount_Spe","Practices","Project_Su","Town","Zip_Code","Cropland","Rangeland","Orchard","Subsistenc","Forest_Lan","Wildlife_H","Cover_crop","Planting_h","Establishi","No_till_co","Multi_crop","Crop_lives","Planned_gr","Bale_grazi","Mulching","Compost_ap","Microbial_","Wetland_ri","Other","Eligible_E","Creator","Editor","X","Y","FID","EditDate","CreationDa","Acres","Project_Ye"
"112",112,"Goat Tree Orchard","Goat Tree Orchard","Individual Applicant","Taos SWCD","Taos","Cropland; Orchard",2646.04,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching","Our project will enhance soil health in an heirloom apple orchard and adjoining pasture for sheep (silvopasture) through planting cover crop and native forage on a combined 6.9 acre parcel of cropland. Wind erosion control plantings and installation of tree support system will supplement no-till practices, cover-cropping, and perennial plantings.","El Prado",87529,"Y","N","Y","N","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","Taos SWCD","NMDA_ndb","NMDA_ndb",-11753543.2372,4359171.383,112,"2024-08-22","2024-08-22",7,2024
"113",113,"Andrew Greer","Andrew Greer","Individual Applicant","Guadalupe SWCD","Guadalupe","Rangeland",6763.42,"Planting cover crops; Adopting no-till or conservation tillage; Multi-cropping; Planned grazing with appropriate graze and recovery periods and herd effect; Soil microbial stimulation and inoculation","This project will address soil health resource concerns of compaction and soil organic matter depletion by implementing prescribed grazing on 53.1 acres of rangeland and pasture and cover cropping/intercropping on 42.8 acres of pasture, in integration with no-till practices and residue management.","Dilia",87724,"N","Y","N","N","N","N","Y","N","N","Y","Y","N","Y","N","N","N","Y","N","N","Guadalupe SWCD","NMDA_ndb","NMDA_ndb",-11696664.7527,4189115.2662,113,"2024-08-22","2024-08-22",53,2024
"114",114,"Campbell Springs, LLC","Campbell Springs, LLC","Individual Applicant","Northeastern SWCD","Union","Rangeland",9678.54,"Planting native grasses and other native vegetation; Planned grazing with appropriate graze and recovery periods and herd effect; Planting cover crops; Compost application","40 acres of degraded rangeland due to long ago crop tillage, previous prairie dogs, drought, erosion and grazing.   Utilize temp electric fencing to keep the cattle out and no-till drill reseed with native cool/warm season grasses to cover soil, reduce bare ground, increase diversity, improve soil aggregate.","Grenville",88424,"N","Y","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","Y","N","N","N","Northeastern SWCD","NMDA_ndb","NMDA_ndb",-11514302.0202,4391396.1377,114,"2024-08-22","2024-08-22",40,2024
"115",115,"Ranch Girls","Ranch Girls","Individual Applicant","San Juan SWCD","San Juan","Cropland; Rangeland; Orchard",16360.3,"Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching; Compost application; Soil microbial stimulation and inoculation; Planting cover crops","The project includes 27.6 acres of rangeland, cropland, riparian area and pollinator strips. Resource concerns include the enrichment of soil health, reversing erosion, increasing the rate of rainwater absorption, and repopulation of native wildlife and pollinators. We aim to adapt to climate change and optimize crop/livestock/honey production and quality.","Farmington",87401,"Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","N","San Juan SWCD","NMDA_ndb","NMDA_ndb",-12047839.2537,4417590.6926,115,"2024-08-22","2024-08-22",28,2024
"116",116,"Reynel Orozco","Reynel Orozco","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland",18624.76,"Planting cover crops; Adopting no-till or conservation tillage; Compost application; Soil microbial stimulation and inoculation","This project will address soil compaction, aggregate and soil surface instability (erosion), soil organic matter depletion, and soil organism habitat loss/degradation on 4.2 acres of farmland by implementing cover cropping, applying compost as a soil amendment and biological inoculant, and beginning low-till/no-till practices.","Española",87566,"Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","Y","N","N","East Rio Arriba SWCD","NMDA_ndb","NMDA_ndb",-11810163.4008,4304814.0456,116,"2024-08-22","2024-08-22",4,2024
"117",117,"Rachel and Bart Exposito","Rachel and Bart Exposito","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland; Orchard; Subsistence/Community Garden; Forest Land; Wildlife Habitat",8020.46,"Planting cover crops; Mulching; Compost application; Adopting no-till or conservation tillage","Our project will be implemented across approximately one acre of cropland consisting of three separate fields. We will address concerns of organic matter depletion, erosion, plant health and vigor, and inadequate habitat for pollinators and wildlife. Specific practices include spreading compost and biochar, cover cropping, and mulching.","Dixon",87527,"Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","East Rio Arriba SWCD","NMDA_ndb","NMDA_ndb",-11786094.9229,4327746.6809,117,"2024-08-22","2024-08-22",1,2024
"118",118,"Baca Family Farm, LLC","Baca Family Farm, LLC","Individual Applicant","Valencia SWCD","Valencia","Cropland",16903.81,"Planting cover crops; Planting perennials/hedgerows; Multi-cropping; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Compost application; Soil microbial stimulation and inoculation; Planting native grasses and other native vegetation","12.6 acres (cropland) is in its first yr of regenerative/moisture retentive practices.    The 4 acres (cropland) were conventionally farmed--heavily plowed, tilled, and chemically sprayed-->60 yrs.  Leading to soil compaction, organic matter depletion, decreased water infiltration, and lack of biodiversity.  Remove plow pan, cover crop, nutrient management, and establish biodiversity.","Belen",87002,"Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","Valencia SWCD","NMDA_ndb","NMDA_ndb",-11885602.8315,4127255.3696,118,"2024-08-22","2024-08-22",16,2024
"119",119,"Mary Ben","Mary Ben","Individual Applicant","San Juan SWCD","San Juan","Cropland",17545.18,"Planting cover crops; Compost application; Adopting no-till or conservation tillage","On our 16-acres of cropland, we aim to address poor soil structure and lack of organic matter by implementing winter cover cropping and compost application. We also aim to highlight the farm-to-school, back to farm lifecycle of our crops and soil health improvements through a mini documentary and soil testing.","Shiprock",87420,"Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","San Juan SWCD","NMDA_ndb","NMDA_ndb",-12107198.5441,4417440.4285,119,"2024-08-22","2024-08-22",16,2024
"120",120,"Rosa Maria Alcantar","Rosa Maria Alcantar","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland; Orchard",5690.32,"Planting cover crops; Adopting no-till or conservation tillage; Compost application; Soil microbial stimulation and inoculation","This project will address soil compaction, aggregate and soil surface instability (erosion), soil organic matter depletion, and soil organism habitat loss/degradation on 1.5 acres of farmland by implementing cover cropping, applying compost as a soil amendment and biological inoculant, and beginning low-till/no-till practices.","Española",87533,"Y","N","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","Y","N","N","East Rio Arriba SWCD","NMDA_ndb","NMDA_ndb",-11805141.2312,4301483.7215,120,"2024-08-22","2024-08-22",2,2024
"121",121,"Alex Morgan and Julia Hadden","Alex Morgan and Julia Hadden","Individual Applicant","Mora-Wagon Mound SWCD","Mora","Rangeland; Wildlife Habitat; Riparian Area",6144.86,"Planting native grasses and other native vegetation; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching","The project will take place on 4.36 acres of mixed rangland and riparian land. 40% of the soil is degraded with little to no plant structure or organic matter. We will add mulch, native seeds, and bale grazing with goats to address these issues.","Ocate",87734,"N","Y","N","N","N","Y","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","Mora-Wagon Mound SWCD","NMDA_ndb","NMDA_ndb",-11692210.9426,4324048.6284,121,"2024-08-22","2024-08-22",4,2024
"122",122,"Peter Vigil","Peter Vigil","Individual Applicant","Taos SWCD","Taos","Cropland",3702.79,"Planting cover crops; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching; Adopting no-till or conservation tillage","The amount of land is 12 acres.  The land type is irrigated pasture and lowlands near streams.  My concerns are lack of cover, water retention, compaction, erodibility, diversity and better production with what I have.  I will implement conservation tilling, cover cropping, bale grazing, cattle rotation and better irrigation.","Taos",87571,"N","Y","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","Taos SWCD","NMDA_ndb","NMDA_ndb",-11756655.1267,4355525.6189,122,"2024-08-22","2024-08-22",12,2024
"123",123,"Reyah Sunshine Farm","Reyah Sunshine Farm","Individual Applicant","Santa Fe-Pojoaque SWCD","Santa Fe","Cropland; Orchard; Subsistence/Community Garden; Wildlife Habitat",11515.96,"Planting cover crops; Adopting no-till or conservation tillage; Mulching; Compost application; Soil microbial stimulation and inoculation","This project will focus on a .25 acre bio intensive market garden (cropland.)  Our resource concerns are low soil organic matter, water infiltration,  poor soil structure, invasive species, and a lack of biodiversity. We plan to implement compost application, microbial inoculation, mulching, cover cropping, conservation tillage and green manure integration.","Chimayo",87522,"Y","N","N","Y","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","Y","N","N","Santa Fe-Pojoaque SWCD","NMDA_ndb","NMDA_ndb",-11793430.2711,4300529.5622,123,"2024-08-22","2024-08-22",4,2024
"124",124,"Ron Garay","Ron Garay","Individual Applicant","Caballo SWCD","Doña Ana","Cropland; Orchard",17311.91,"Planting cover crops; Planting native grasses and other native vegetation; Adopting no-till or conservation tillage; Compost application; Mulching","14 acre cropland (pecan orchard) is the focus of this project. Soil-health related resource concerns are overall soil health, irrigation effectiveness, neutralize effects of salt content in well water, stop tree loss, improve production at harvest. Working plan practices include cover crop, worm castings, attracting beneficial insects, natural fertilizers, no-till.","Garfield",87936,"Y","N","Y","N","N","N","Y","N","Y","Y","N","N","N","N","Y","Y","N","N","N","Caballo SWCD","NMDA_ndb","NMDA_ndb",-11940542.2316,3864499.5999,124,"2024-08-22","2024-08-22",14,2024
"125",125,"Chimayó Cultural Preservation Association","Chimayó Cultural Preservation Association","Individual Applicant","Santa Fe-Pojoaque SWCD","Santa Fe","Cropland; Subsistence/Community Garden",16980.45,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Mulching; Compost application","The project is on four parcels of Plaza del Cerro, totaling 1.8 acres of cropland. It will address soil health concerns of compaction, organic matter depletion, and invasive species. Conservation practices include: mulching; residue/tillage management; planting of beneficial plants (insectaries); biomass planting; cover cropping; nutrient management; and brush management.","Chimayo",87522,"Y","N","N","Y","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","N","N","Santa Fe-Pojoaque SWCD","NMDA_ndb","NMDA_ndb",-11792353.1511,4300633.09,125,"2024-08-22","2024-08-22",2,2024
"126",126,"Wellspring Ranch & Stables, LLC","Wellspring Ranch & Stables, LLC","Individual Applicant","Colfax SWCD","Colfax","Rangeland",2607,"Planned grazing with appropriate graze and recovery periods and herd effect; Planting native grasses and other native vegetation; Planting cover crops","We are applying for bale grazing on approximately 5 acres of our land to help us re-establish several bare spots that need new growth to control erosion potential, create sustained living roots, and increase cover crop and plant diversity.","Raton",87740,"N","Y","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","Colfax SWCD","NMDA_ndb","NMDA_ndb",-11624111.7352,4424807.5953,126,"2024-08-22","2024-08-22",80,2024
"127",127,"Dorothy Duff","Dorothy Duff","Individual Applicant","Ciudad SWCD","Bernalillo","Cropland; Orchard; Subsistence/Community Garden; Wildlife Habitat",1948.77,"Planting cover crops; Planting native grasses and other native vegetation; Adopting no-till or conservation tillage; Compost application; Soil microbial stimulation and inoculation","There are two areas considered .80 acre and .07 acre  One is meadow/cropland and the other is food cropland.  There is soil  compaction, erosion, bare soil  and invasive species. Areas that are bare are nutrient poor mechanically(by hand) remove invasives, seed with native grasses, cover crops and pollinator plant seed.","Tijeras",87059,"Y","N","N","Y","N","Y","Y","N","Y","Y","N","N","N","N","N","Y","Y","N","N","Ciudad SWCD","NMDA_ndb","NMDA_ndb",-11838166.0468,4157155.9921,127,"2024-08-22","2024-08-22",1,2024
"128",128,"House of Dirt - Farm & Gardens","Dan Hamilton with House of Dirt - Farm & Gardens","Individual Applicant","Tierra y Montes SWCD","San Miguel","Rangeland; Wildlife Habitat",2439.78,"Planting cover crops; Adopting no-till or conservation tillage; Compost application; Soil microbial stimulation and inoculation; Mulching","We will focus on a one acre grassland section of our 10 acre property. The soil health-related concerns we will address here are low soil organic matter, lack of biodiversity, soil compaction and poor water infiltration. We will implement cover cropping, mulching, and pollinator habitat establishment to address these concerns.","Las Vegas",87701,"N","Y","N","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","Y","N","N","Tierra y Montes SWCD","NMDA_ndb","NMDA_ndb",-11716252.6161,4231731.244,128,"2024-08-22","2024-08-22",1,2024
"129",129,"Whisper Ridge","Whisper Ridge","Individual Applicant","Cuba SWCD","Rio Arriba","Rangeland",4816.19,"Planting cover crops; Multi-cropping; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Soil microbial stimulation and inoculation","This project is situated on 35 acres of land.   The health concerns observed are compaction of soil, aggregate and soil surface instability, organic matter depletion, and soil organism habitat loss and degradation.  The practices to used are increased soil cover, rotational grazing, and the addition of deep-rooted cover crops.","Gallina",87017,"N","Y","N","N","N","N","Y","N","N","Y","Y","N","Y","N","N","N","Y","N","N","Cuba SWCD","NMDA_ndb","NMDA_ndb",-11889572.8834,4332357.3287,129,"2024-08-22","2024-08-22",35,2024
"130",130,"Ledoux Grange, LLC","Ledoux Grange, LLC","Individual Applicant","Western Mora SWCD","Mora","Cropland; Rangeland; Orchard; Wildlife Habitat; Riparian Area",18340.71,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Compost application; Mulching; Soil microbial stimulation and inoculation; Hügelkultur","Nearly 32 acres of historically/culturally rich but degraded cropland, gardens, orchard, and pasture are threatened by soil erosion, decreased plant productivity, pasture overgrazing, low soil organic matter, bare ground exposure, and riparian destabilization.  Using yaks for intensive grazing/stomping and adding biochar, compost and cover crops will improve healthy soil biodiversity.","Mora",87732,"Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","Western Mora SWCD","NMDA_ndb","NMDA_ndb",-11727914.3624,4289269.7135,130,"2024-08-22","2024-08-22",32,2024
"131",131,"Franks Farm","Franks Farm","Individual Applicant","San Juan SWCD","San Juan","Cropland; Rangeland",20345.28,"Planting cover crops; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching","The cropland at 75 acres will implement a winter blend to cover the soil and then be terminated by livestock for the notill spring planting.  The rangeland at 50 acres will implement a winter blend to put a live root in the ground and add mulch on top.","Waterflow",87421,"Y","Y","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","San Juan SWCD","NMDA_ndb","NMDA_ndb",-12076330.4132,4405525.8537,131,"2024-08-22","2024-08-22",125,2024
"132",132,"Sheila Fishburn","Sheila Fishburn","Individual Applicant","San Juan SWCD","San Juan","Rangeland",18347,"Planting cover crops; Planting native grasses and other native vegetation; Planned grazing with appropriate graze and recovery periods and herd effect; Compost application; Mulching; Soil microbial stimulation and inoculation; Planting perennials/hedgerows; Multi-cropping; Adopting no-till or conservation tillage","The project seeks to restore and improve 67 acres of rangeland to counteract erosion, improve grasses that will provide grazing and cover for native animals and improve rain water harvesting. This will be done by providing soil cover, maximizing biodiversity, and integrating controlled grazing into the land management.","Farmington",87401,"N","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","N","San Juan SWCD","NMDA_ndb","NMDA_ndb",-12048212.533,4417706.4759,132,"2024-08-22","2024-08-22",67,2024
"133",133,"Railyard Park Conservancy","Railyard Park Conservancy","Individual Applicant","Santa Fe-Pojoaque SWCD","Santa Fe","Rangeland; Orchard; Wildlife Habitat",10564.15,"Planting perennials/hedgerows; Planting native grasses and other native vegetation; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching; Compost application; Planting cover crops","The healthy soils project encompasses 2.75 acres of rangeland. Concerns addressed are bare ground, soil erosion & compaction, invasive weeds and minimal habitat. We will address all five Principles by implementing the Practices of prescribed grazing, reseeding, weed removal, covering bare ground with organic litter and adding compost.","Santa Fe",87505,"N","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N","N","Santa Fe-Pojoaque SWCD","NMDA_ndb","NMDA_ndb",-11794377.3466,4256784.9613,133,"2024-08-22","2024-08-22",3,2024
"134",134,"Campos Verdes Farm","Shelley Winship, Campos Verdes Farm","Individual Applicant","Santa Fe-Pojoaque SWCD","Santa Fe","Cropland; Orchard; Subsistence/Community Garden; Wildlife Habitat",12445.08,"Planting cover crops; Planting perennials/hedgerows; Adopting no-till or conservation tillage; Mulching; Compost application; Soil microbial stimulation and inoculation; Multi-cropping; Planting native grasses and other native vegetation","This project will benefit 2 acres of cropland and orchard, and will address soil erosion issues from water/wind; organic matter depletion; pest pressure; inefficient water use; and wildlife habitat. Agricultural/conservation practices will include terracing; mulching; pest management; cover cropping; nutrient management; small farm micro-irrigation; hedgerow planting; and establishment of windbreaks.","Chimayo",87522,"Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Santa Fe-Pojoaque SWCD","NMDA_ndb","NMDA_ndb",-11792941.7096,4299876.7613,134,"2024-08-22","2024-08-22",2,2024
"135",135,"Sarah Silva and Heath Haussamen","Sarah Silva and Heath Haussamen","Individual Applicant","Sierra SWCD","Sierra","Forest Land; Wildlife Habitat",1600.38,"Planting native grasses and other native vegetation; Mulching","We own 6 acres in Kingston, NM. There are high amounts of red clay in the soil, two gullies and a large human-caused scar runs through the property.  We want to improve our soil through pollinator habitats and reducing erosion through range planting of native grasses, flowers and mulch.","Kingston",88042,"N","N","N","N","Y","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Sierra SWCD","NMDA_ndb","NMDA_ndb",-11990327.9509,3883800.1536,135,"2024-08-22","2024-08-22",6,2024
"136",136,"Frankie Serrano","Frankie Serrano","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland; Rangeland",312.95,"Planting cover crops; Planting native grasses and other native vegetation; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Soil microbial stimulation and inoculation; Multi-cropping","13.2 acres of Pasture/Crop land.  Will address:  Soil surface erosion,  Soil organic matter depletion, Soil organism habitat, Compaction.  Will implement the following:  No-till & residue management, Use no-till drill for cover crop.  Pasture planting, Permanent grass and temporary deep rooted broadleaf plant.  Prescribed grazing management.","Youngsville",87064,"Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","N","N","N","Y","N","N","East Rio Arriba SWCD","NMDA_ndb","NMDA_ndb",-11862325.1529,4326870.4381,136,"2024-08-22","2024-08-22",13,2024
"137",137,"Guadalupe Soil & Water Conservation District Soil & Seed Program","Guadalupe SWCD","Eligible Entity","N/A","Guadalupe","Cropland",70484.02,"Planting cover crops; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching","The continuance of this program will benefit 150-200 acres of cropland to address loss of topsoil by wind and water erosion, low soil organic matter, and low infiltration and percolation by providing informational soil tests, implementing cover crop, and promoting no-till seeding techniques to all landowners within the district.","Santa Rosa",88435,"Y","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","Guadalupe SWCD","NMDA_ndb","NMDA_ndb",-11652995.2744,4155544.3076,137,"2024-08-22","2024-08-22",150,2024
"138",138,"Evaluating Treated Municipal Wastewater for Winter Cover Cropping and the Subsequent Summer Forage to Protect the Soil, Promote Soil Health, and Protect Freshwater Sources - II","NMSU Rex E. Kirksey Agricultural Science Center at Tucumcari","Eligible Entity","N/A","Quay","Cropland",17720.49,"Planting cover crops; Adopting no-till or conservation tillage; Soil microbial stimulation and inoculation","A continued evaluation of treated municipal wastewater irrigation on soil microbes under various winter cover crops and their influence on the subsequent crop.","Tucumcari",88401,"Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","NMSU Cooperative Extension Service","NMDA_ndb","NMDA_ndb",-11542324.5497,4191360.5057,138,"2024-08-22","2024-08-22",0,2024
"139",139,"Valencia SWCD FY24 Soil Testing","Valencia SWCD","Eligible Entity","N/A","Valencia","Cropland; Rangeland; Orchard; Community/Subsistence Garden; Forest Land; Wildlife Habitat",3303.16,"Soil testing for landowners","The Valencia SWCD has a boundary of 1,438,000 acres. The district will be using the grant money to do soil tests/technical advice for all of its beneficiaries. The land that are within the service area are cropland, rangeland and forest. VSWCD will be able to recommend methods for use.","Belen",87002,"Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","Valencia SWCD","NMDA_ndb","NMDA_ndb",-11881763.2042,4119062.1284,139,"2024-08-22","2024-08-22",NA,2024
"140",140,"Pilot Project: Improving the soil for the lands of the Tamayame","Pueblo of Santa Ana","Eligible Entity","N/A","Sandoval","Cropland; Community/Subsistence Garden",2828.14,"Planting cover crops; Multi-cropping; Adopting no-till or conservation tillage; Compost application","The Pueblo of Santa Ana has been a farming community since time immemorial. This will be the first pilot project; will focus on 15 acres of agriculture land. The project's focus on the ongoing concerns of soil health. The project will implement agricultural and conservation practices by promoting species diversification.","Santa Ana Pueblo",87004,"Y","N","N","Y","N","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","N","Pueblo of Santa Ana","NMDA_ndb","NMDA_ndb",-11858963.5836,4210726.8666,140,"2024-08-22","2024-08-22",400,2024
"141",141,"Tribal Seeding","Mescalero Apache Tribe","Eligible Entity","N/A","Otero","Rangeland",4700.62,"Planting native grasses and other native vegetation; Planned grazing with appropriate graze and recovery periods and herd effect; Planting culturally important plant species","Our project focuses on rangelands. We are looking at the main body of the Reservation, that is 380,000 acres. Our goal is to reestablish native plant species and Tribal species that are used culturally. This project would help keep soil covered, maximize biodiversity and maintaining a living root.","Mescalero",88340,"N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Mescalero Apache Tribe","NMDA_ndb","NMDA_ndb",-11775318.1861,3916289.9943,141,"2024-08-22","2024-08-22",380000,2024
"142",142,"Northeastern SWCD Healthy Soil Initiative","Northeastern SWCD","Eligible Entity","N/A","Union","Cropland; Rangeland; Wildlife Habitat; Rural Properties",23032.65,"Planting native grasses and other native vegetation; Adopting no-till or conservation tillage","Amount of land: 350 acres
Land Type: cropland, rangeland, field corners around rural homes  *Union County has a need for groundcover in field corners as well as rural home areas.  * Implementing groundcover to reduce erosion as well as maintaining a living root system.","Clayton",88415,"Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","Northeastern SWCD","NMDA_ndb","NMDA_ndb",-11486354.6706,4363122.5785,142,"2024-08-22","2024-08-22",350,2024
"143",143,"East Rio Arriba Soil and Water Conservation District Cover Crop Seed Program","East Rio Arriba SWCD","Eligible Entity","N/A","Rio Arriba","Cropland; Rangeland; Forest Land; Wildlife; Habitat Orchard; Acequia-Irrigated Lands",28980.08,"Planting cover crops; Planting native grasses and other native vegetation; Multi-cropping; Planned grazing with appropriate graze and recovery periods and herd effect; Planting perennials/hedgerows; Adopting no-till or conservation tillage","ERASWCD would provide the cover crop seed through an application process for each of the estimated (40) producers, for:
* Approximately 500 ac. there would be a mixture of cropland, rangeland, forest land, orchards, and irrigated fields.
* Soil samples for each of the estimated (40) producer's
* Training producers/youth","Hernandez",87537,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","N","N","N","East Rio Arriba SWCD","NMDA_ndb","NMDA_ndb",-11810874.4775,4305923.8755,143,"2024-08-22","2024-08-22",500,2024
"144",144,"San Cristobal fallow field restoration","San Cristobal Ditch Association","Eligible Entity","N/A","Taos","Cropland; Rangeland; Wildlife Habitat",30671.88,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Adopting no-till or conservation tillage; Mulching; Compost application; Pond restoration","Last year we seeded 46 acres rangeland/grassland  with the no-till drill. We want to move those acres to the next step and plant perennial grasses.  We also want to bring on another 20 acres of fallow fields will a winter cover crop improving compaction infiltration and general soil health.","San Cristobal",87564,"Y","Y","N","N","N","N","Y","Y","Y","Y","N","N","N","N","Y","Y","N","N","Y","San Cristobal Ditch Association","NMDA_ndb","NMDA_ndb",-11760203.6839,4382874.4215,144,"2024-08-22","2024-08-22",60,2024
"145",145,"Taos County Soil Health and Education Program FYE 2024","Taos SWCD","Eligible Entity","N/A","Taos","Cropland; Rangeland; Orchard; Community/Subsistence Garden",79103.49,"Planting cover crops; Adopting no-till or conservation tillage; Planned grazing with appropriate graze and recovery periods and herd effect; Mulching","Property is six acres, with five dedicated to the project. This is cropland with a small riparian zone on Rio Tusas. Land is fallow, compacted, lacks organic matter and heavily wind eroded. Cover crops, native grasses/flowers, compost/vermiculture production, biochar, microbial and fungal inoculants, livestock(chickens) to remediate soil issues. Permaculture approach.","Taos",87571,"Y","Y","Y","Y","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","Taos SWCD","NMDA_ndb","NMDA_ndb",-11755667.3837,4352386.0147,145,"2024-08-22","2024-08-22",200,2024
